"duree","historique","objet","montant","epargne","anciennete_emploi","taux_endettement","statut","autres_debiteurs","domicile","biens","age","credit_exterieur","logement","emploi","nombre_personnes","telephone","cible","compte","nombre_credit","travailleur_etranger"
6,"aucun credit pris /tous les credits ont ete rembourses","voiture (nouveau)",1204,"comprise entre 100 et 500 ","compris entre 1 et 4 ans","superieur a 35%","celibataire","aucun","inferieur a 1 an","inconnu / pas de propriete",35,"banque ","locataire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","pas de compte courant","1 credit","non"
24,"credits deja rembourses jusqu'a maintenant","radio / television",1925,"inferieur a 100 ","compris entre 1 et 4 ans","compris entre 20% et 25%","celibataire","aucun","compris entre 1 et 4 ans","immobilier",26,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","superieur ou egale a 200 ","1 credit","oui"
18,"credits deja rembourses jusqu'a maintenant","appareils menagers",433,"inferieur a 100 ","sans emploi","compris entre 25% et 35%","femme:divorcee/separee/mariee","co-demandeur","superieur a 7 ans","immobilier",22,"aucun credit","locataire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit avec impaye","pas de compte courant","1 credit","oui"
6,"compte critique /autres credits existants (pas dans cette banque)","voiture (nouveau)",666,"superieur a 1000 ","compris entre 4 et 7 ans","compris entre 25% et 35%","femme:divorcee/separee/mariee","aucun","superieur a 7 ans","immobilier",39,"aucun credit","proprietaire","non qualifie","1 personne","avec telephone","credit bien rembourse","inferieur a 0 ","2 credits","oui"
12,"credits deja rembourses jusqu'a maintenant","radio / television",2251,"inferieur a 100 ","compris entre 1 et 4 ans","inferieur a 20%","femme:divorcee/separee/mariee","aucun","compris entre 1 et 4 ans","voiture ou autre",46,"aucun credit","proprietaire","non qualifie","1 personne","sans telephone","credit bien rembourse","superieur ou egale a 200 ","1 credit","oui"
30,"credits deja rembourses jusqu'a maintenant","voiture (nouveau)",2150,"inferieur a 100 ","compris entre 1 et 4 ans","superieur a 35%","femme:divorcee/separee/mariee","garant","compris entre 1 et 4 ans","inconnu / pas de propriete",24,"banque ","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit avec impaye","compris entre 0 et 200 ","1 credit","oui"
24,"retard dans le paiement dans le passe","radio / television",4151,"comprise entre 100 et 500 ","compris entre 1 et 4 ans","compris entre 20% et 25%","celibataire","aucun","compris entre 4 et 7 ans","assurance-vie",35,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","pas de compte courant","2 credits","oui"
9,"credits deja rembourses jusqu'a maintenant","radio / television",2030,"compte d'epargne inconnu / non","compris entre 4 et 7 ans","compris entre 20% et 25%","celibataire","aucun","inferieur a 1 an","voiture ou autre",24,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","compris entre 0 et 200 ","1 credit","oui"
60,"retard dans le paiement dans le passe","appareils menagers",7418,"compte d'epargne inconnu / non","compris entre 1 et 4 ans","inferieur a 20%","celibataire","aucun","inferieur a 1 an","immobilier",27,"aucun credit","proprietaire","non qualifie","1 personne","sans telephone","credit bien rembourse","compris entre 0 et 200 ","1 credit","oui"
24,"compte critique /autres credits existants (pas dans cette banque)","appareils menagers",2684,"inferieur a 100 ","compris entre 1 et 4 ans","superieur a 35%","celibataire","aucun","compris entre 1 et 4 ans","immobilier",35,"aucun credit","proprietaire","non qualifie","1 personne","sans telephone","credit bien rembourse","pas de compte courant","2 credits","oui"
12,"tous les credits de cette banque ont ete rembourses","appareils menagers",2149,"inferieur a 100 ","compris entre 1 et 4 ans","superieur a 35%","homme:divorce/separe","aucun","inferieur a 1 an","inconnu / pas de propriete",29,"aucun credit","logement gratuit","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit avec impaye","inferieur a 0 ","1 credit","oui"
15,"credits deja rembourses jusqu'a maintenant","voiture (utilise)",3812,"comprise entre 100 et 500 ","inferieur a 1 an","inferieur a 20%","femme:divorcee/separee/mariee","aucun","superieur a 7 ans","voiture ou autre",23,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
11,"compte critique /autres credits existants (pas dans cette banque)","appareils menagers",1154,"comprise entre 100 et 500 ","sans emploi","superieur a 35%","femme:divorcee/separee/mariee","aucun","superieur a 7 ans","immobilier",57,"aucun credit","proprietaire","non qualifie","1 personne","sans telephone","credit bien rembourse","pas de compte courant","3 credits","oui"
12,"credits deja rembourses jusqu'a maintenant","radio / television",1657,"inferieur a 100 ","compris entre 1 et 4 ans","compris entre 20% et 25%","celibataire","aucun","compris entre 1 et 4 ans","immobilier",27,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","inferieur a 0 ","1 credit","oui"
24,"credits deja rembourses jusqu'a maintenant","appareils menagers",1603,"inferieur a 100 ","superieur a 7 ans","superieur a 35%","femme:divorcee/separee/mariee","aucun","superieur a 7 ans","voiture ou autre",55,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","inferieur a 0 ","1 credit","oui"
18,"compte critique /autres credits existants (pas dans cette banque)","voiture (nouveau)",5302,"inferieur a 100 ","superieur a 7 ans","compris entre 20% et 25%","celibataire","aucun","superieur a 7 ans","inconnu / pas de propriete",36,"aucun credit","logement gratuit","cadres","1 personne","avec telephone","credit bien rembourse","inferieur a 0 ","3 credits","oui"
12,"compte critique /autres credits existants (pas dans cette banque)","vacances",2748,"inferieur a 100 ","superieur a 7 ans","compris entre 20% et 25%","femme:divorcee/separee/mariee","aucun","superieur a 7 ans","inconnu / pas de propriete",57,"banque ","logement gratuit","non qualifie","1 personne","sans telephone","credit bien rembourse","pas de compte courant","3 credits","oui"
10,"compte critique /autres credits existants (pas dans cette banque)","voiture (nouveau)",1231,"inferieur a 100 ","superieur a 7 ans","compris entre 25% et 35%","celibataire","aucun","superieur a 7 ans","immobilier",32,"aucun credit","proprietaire","non qualifie","2 personne","sans telephone","credit bien rembourse","pas de compte courant","2 credits","non"
15,"credits deja rembourses jusqu'a maintenant","appareils menagers",802,"inferieur a 100 ","superieur a 7 ans","superieur a 35%","celibataire","aucun","compris entre 4 et 7 ans","voiture ou autre",37,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","2 personne","sans telephone","credit avec impaye","compris entre 0 et 200 ","1 credit","oui"
36,"compte critique /autres credits existants (pas dans cette banque)","business",6304,"compte d'epargne inconnu / non","superieur a 7 ans","superieur a 35%","celibataire","aucun","superieur a 7 ans","immobilier",36,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","pas de compte courant","2 credits","oui"
24,"credits deja rembourses jusqu'a maintenant","appareils menagers",1533,"inferieur a 100 ","inferieur a 1 an","superieur a 35%","femme:divorcee/separee/mariee","aucun","compris entre 4 et 7 ans","voiture ou autre",38,"etablissements de credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
14,"credits deja rembourses jusqu'a maintenant","voiture (nouveau)",8978,"inferieur a 100 ","superieur a 7 ans","inferieur a 20%","homme:divorce/separe","aucun","superieur a 7 ans","assurance-vie",45,"aucun credit","proprietaire","cadres","1 personne","avec telephone","credit avec impaye","inferieur a 0 ","1 credit","non"
24,"credits deja rembourses jusqu'a maintenant","appareils menagers",999,"compte d'epargne inconnu / non","superieur a 7 ans","superieur a 35%","celibataire","aucun","compris entre 1 et 4 ans","voiture ou autre",25,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","pas de compte courant","2 credits","oui"
18,"credits deja rembourses jusqu'a maintenant","voiture (nouveau)",2662,"compte d'epargne inconnu / non","compris entre 4 et 7 ans","superieur a 35%","celibataire","aucun","compris entre 4 et 7 ans","assurance-vie",32,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","pas de compte courant","1 credit","non"
12,"compte critique /autres credits existants (pas dans cette banque)","radio / television",1402,"comprise entre 500 et 1000 ","compris entre 4 et 7 ans","compris entre 25% et 35%","femme:divorcee/separee/mariee","aucun","superieur a 7 ans","voiture ou autre",37,"aucun credit","locataire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
48,"tous les credits de cette banque ont ete rembourses","voiture (nouveau)",12169,"compte d'epargne inconnu / non","sans emploi","superieur a 35%","celibataire","co-demandeur","superieur a 7 ans","inconnu / pas de propriete",36,"aucun credit","logement gratuit","cadres","1 personne","avec telephone","credit bien rembourse","compris entre 0 et 200 ","1 credit","oui"
48,"credits deja rembourses jusqu'a maintenant","appareils menagers",3060,"inferieur a 100 ","compris entre 4 et 7 ans","superieur a 35%","celibataire","aucun","superieur a 7 ans","immobilier",28,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit avec impaye","compris entre 0 et 200 ","2 credits","oui"
30,"credits deja rembourses jusqu'a maintenant","education",11998,"inferieur a 100 ","inferieur a 1 an","inferieur a 20%","homme:divorce/separe","aucun","inferieur a 1 an","inconnu / pas de propriete",34,"aucun credit","proprietaire","non qualifie","1 personne","avec telephone","credit avec impaye","inferieur a 0 ","1 credit","oui"
9,"credits deja rembourses jusqu'a maintenant","appareils menagers",2697,"inferieur a 100 ","compris entre 1 et 4 ans","inferieur a 20%","celibataire","aucun","compris entre 1 et 4 ans","immobilier",32,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","2 personne","sans telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
18,"compte critique /autres credits existants (pas dans cette banque)","appareils menagers",2404,"inferieur a 100 ","compris entre 1 et 4 ans","compris entre 20% et 25%","femme:divorcee/separee/mariee","aucun","compris entre 1 et 4 ans","voiture ou autre",26,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","pas de compte courant","2 credits","oui"
12,"credits deja rembourses jusqu'a maintenant","radio / television",1262,"compte d'epargne inconnu / non","superieur a 7 ans","compris entre 20% et 25%","homme:divorce/separe","aucun","superieur a 7 ans","assurance-vie",49,"aucun credit","proprietaire","non qualifie","1 personne","avec telephone","credit bien rembourse","inferieur a 0 ","1 credit","oui"
6,"credits deja rembourses jusqu'a maintenant","radio / television",4611,"inferieur a 100 ","inferieur a 1 an","inferieur a 20%","femme:divorcee/separee/mariee","aucun","superieur a 7 ans","assurance-vie",32,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit avec impaye","pas de compte courant","1 credit","oui"
24,"credits deja rembourses jusqu'a maintenant","appareils menagers",1901,"comprise entre 100 et 500 ","compris entre 1 et 4 ans","superieur a 35%","celibataire","aucun","superieur a 7 ans","voiture ou autre",29,"aucun credit","locataire","cadres","1 personne","avec telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
15,"compte critique /autres credits existants (pas dans cette banque)","voiture (utilise)",3368,"superieur a 1000 ","superieur a 7 ans","compris entre 25% et 35%","celibataire","aucun","superieur a 7 ans","inconnu / pas de propriete",23,"aucun credit","locataire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","pas de compte courant","2 credits","oui"
12,"credits deja rembourses jusqu'a maintenant","radio / television",1574,"inferieur a 100 ","compris entre 1 et 4 ans","superieur a 35%","celibataire","aucun","compris entre 1 et 4 ans","immobilier",50,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
18,"tous les credits de cette banque ont ete rembourses","appareils menagers",1445,"compte d'epargne inconnu / non","compris entre 4 et 7 ans","superieur a 35%","celibataire","aucun","superieur a 7 ans","voiture ou autre",49,"banque ","proprietaire","non qualifie","1 personne","sans telephone","credit bien rembourse","superieur ou egale a 200 ","1 credit","oui"
15,"compte critique /autres credits existants (pas dans cette banque)","radio / television",1520,"compte d'epargne inconnu / non","superieur a 7 ans","superieur a 35%","celibataire","aucun","superieur a 7 ans","assurance-vie",63,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
24,"compte critique /autres credits existants (pas dans cette banque)","voiture (nouveau)",3878,"comprise entre 100 et 500 ","inferieur a 1 an","superieur a 35%","homme:divorce/separe","aucun","compris entre 1 et 4 ans","voiture ou autre",37,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","compris entre 0 et 200 ","1 credit","oui"
47,"credits deja rembourses jusqu'a maintenant","voiture (nouveau)",10722,"inferieur a 100 ","inferieur a 1 an","inferieur a 20%","femme:divorcee/separee/mariee","aucun","inferieur a 1 an","immobilier",35,"aucun credit","proprietaire","non qualifie","1 personne","avec telephone","credit bien rembourse","inferieur a 0 ","1 credit","oui"
48,"credits deja rembourses jusqu'a maintenant","voiture (utilise)",4788,"inferieur a 100 ","compris entre 4 et 7 ans","superieur a 35%","celibataire","aucun","compris entre 4 et 7 ans","assurance-vie",26,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","2 personne","sans telephone","credit bien rembourse","inferieur a 0 ","1 credit","oui"
48,"retard dans le paiement dans le passe","mobilier / equipement",7582,"comprise entre 100 et 500 ","sans emploi","compris entre 20% et 25%","celibataire","aucun","superieur a 7 ans","inconnu / pas de propriete",31,"aucun credit","logement gratuit","cadres","1 personne","avec telephone","credit bien rembourse","compris entre 0 et 200 ","1 credit","oui"
12,"credits deja rembourses jusqu'a maintenant","appareils menagers",1092,"inferieur a 100 ","compris entre 1 et 4 ans","superieur a 35%","femme:divorcee/separee/mariee","garant","superieur a 7 ans","immobilier",49,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","compris entre 0 et 200 ","2 credits","oui"
24,"retard dans le paiement dans le passe","appareils menagers",1024,"inferieur a 100 ","inferieur a 1 an","superieur a 35%","homme: marie/veuf","aucun","superieur a 7 ans","immobilier",48,"etablissements de credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit avec impaye","inferieur a 0 ","1 credit","oui"
12,"credits deja rembourses jusqu'a maintenant","business",1076,"inferieur a 100 ","compris entre 1 et 4 ans","compris entre 20% et 25%","homme: marie/veuf","aucun","compris entre 1 et 4 ans","immobilier",26,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","pas de compte courant","1 credit","non"
36,"credits deja rembourses jusqu'a maintenant","voiture (utilise)",9398,"inferieur a 100 ","inferieur a 1 an","inferieur a 20%","homme: marie/veuf","aucun","superieur a 7 ans","voiture ou autre",28,"aucun credit","locataire","cadres","1 personne","avec telephone","credit avec impaye","compris entre 0 et 200 ","1 credit","oui"
24,"compte critique /autres credits existants (pas dans cette banque)","voiture (utilise)",6419,"inferieur a 100 ","superieur a 7 ans","compris entre 20% et 25%","femme:divorcee/separee/mariee","aucun","superieur a 7 ans","inconnu / pas de propriete",44,"aucun credit","logement gratuit","cadres","2 personne","avec telephone","credit bien rembourse","inferieur a 0 ","2 credits","oui"
42,"compte critique /autres credits existants (pas dans cette banque)","voiture (utilise)",4796,"inferieur a 100 ","superieur a 7 ans","superieur a 35%","celibataire","aucun","superieur a 7 ans","inconnu / pas de propriete",56,"aucun credit","logement gratuit","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","superieur ou egale a 200 ","1 credit","oui"
48,"compte critique /autres credits existants (pas dans cette banque)","business",7629,"compte d'epargne inconnu / non","superieur a 7 ans","superieur a 35%","homme:divorce/separe","aucun","compris entre 1 et 4 ans","voiture ou autre",46,"banque ","proprietaire","cadres","2 personne","sans telephone","credit bien rembourse","pas de compte courant","2 credits","oui"
48,"credits deja rembourses jusqu'a maintenant","radio / television",9960,"inferieur a 100 ","inferieur a 1 an","inferieur a 20%","femme:divorcee/separee/mariee","aucun","compris entre 1 et 4 ans","voiture ou autre",26,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit avec impaye","compris entre 0 et 200 ","1 credit","oui"
12,"credits deja rembourses jusqu'a maintenant","voiture (utilise)",4675,"compte d'epargne inconnu / non","inferieur a 1 an","inferieur a 20%","femme:divorcee/separee/mariee","aucun","superieur a 7 ans","voiture ou autre",20,"aucun credit","locataire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
10,"credits deja rembourses jusqu'a maintenant","voiture (nouveau)",1287,"compte d'epargne inconnu / non","superieur a 7 ans","superieur a 35%","celibataire","co-demandeur","compris entre 1 et 4 ans","assurance-vie",45,"aucun credit","proprietaire","non qualifie","1 personne","sans telephone","credit bien rembourse","pas de compte courant","1 credit","non"
18,"credits deja rembourses jusqu'a maintenant","radio / television",2515,"inferieur a 100 ","compris entre 1 et 4 ans","compris entre 25% et 35%","celibataire","aucun","superieur a 7 ans","immobilier",43,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
21,"compte critique /autres credits existants (pas dans cette banque)","radio / television",2745,"superieur a 1000 ","compris entre 4 et 7 ans","compris entre 25% et 35%","celibataire","aucun","compris entre 1 et 4 ans","voiture ou autre",32,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","compris entre 0 et 200 ","2 credits","oui"
6,"credits deja rembourses jusqu'a maintenant","voiture (nouveau)",672,"inferieur a 100 ","sans emploi","inferieur a 20%","femme:divorcee/separee/mariee","aucun","superieur a 7 ans","immobilier",54,"aucun credit","proprietaire","sans emploi","1 personne","avec telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
36,"aucun credit pris /tous les credits ont ete rembourses","appareils menagers",3804,"inferieur a 100 ","compris entre 1 et 4 ans","superieur a 35%","femme:divorcee/separee/mariee","aucun","inferieur a 1 an","voiture ou autre",42,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit avec impaye","compris entre 0 et 200 ","1 credit","oui"
24,"compte critique /autres credits existants (pas dans cette banque)","voiture (nouveau)",1344,"compte d'epargne inconnu / non","compris entre 4 et 7 ans","superieur a 35%","celibataire","aucun","compris entre 1 et 4 ans","immobilier",37,"banque ","proprietaire","non qualifie","2 personne","sans telephone","credit avec impaye","superieur ou egale a 200 ","2 credits","oui"
10,"compte critique /autres credits existants (pas dans cette banque)","voiture (nouveau)",1038,"inferieur a 100 ","compris entre 4 et 7 ans","superieur a 35%","celibataire","co-demandeur","compris entre 4 et 7 ans","assurance-vie",49,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","inferieur a 0 ","2 credits","oui"
48,"compte critique /autres credits existants (pas dans cette banque)","voiture (nouveau)",10127,"comprise entre 500 et 1000 ","compris entre 1 et 4 ans","compris entre 20% et 25%","celibataire","aucun","compris entre 1 et 4 ans","inconnu / pas de propriete",44,"banque ","logement gratuit","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit avec impaye","pas de compte courant","1 credit","oui"
6,"credits deja rembourses jusqu'a maintenant","radio / television",1543,"superieur a 1000 ","compris entre 1 et 4 ans","superieur a 35%","homme:divorce/separe","aucun","compris entre 1 et 4 ans","immobilier",33,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
30,"credits deja rembourses jusqu'a maintenant","voiture (utilise)",4811,"compte d'epargne inconnu / non","compris entre 4 et 7 ans","compris entre 20% et 25%","femme:divorcee/separee/mariee","aucun","superieur a 7 ans","assurance-vie",24,"etablissements de credit","locataire","non qualifie","1 personne","sans telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
12,"credits deja rembourses jusqu'a maintenant","appareils menagers",727,"comprise entre 100 et 500 ","inferieur a 1 an","superieur a 35%","homme: marie/veuf","aucun","compris entre 4 et 7 ans","inconnu / pas de propriete",33,"aucun credit","proprietaire","non qualifie","1 personne","avec telephone","credit avec impaye","inferieur a 0 ","1 credit","oui"
8,"credits deja rembourses jusqu'a maintenant","radio / television",1237,"inferieur a 100 ","compris entre 1 et 4 ans","compris entre 25% et 35%","femme:divorcee/separee/mariee","aucun","superieur a 7 ans","immobilier",24,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit avec impaye","compris entre 0 et 200 ","1 credit","oui"
9,"credits deja rembourses jusqu'a maintenant","voiture (nouveau)",276,"inferieur a 100 ","compris entre 1 et 4 ans","superieur a 35%","homme: marie/veuf","aucun","superieur a 7 ans","immobilier",22,"aucun credit","locataire","non qualifie","1 personne","sans telephone","credit bien rembourse","compris entre 0 et 200 ","1 credit","oui"
48,"credits deja rembourses jusqu'a maintenant","mobilier / equipement",5381,"compte d'epargne inconnu / non","sans emploi","compris entre 25% et 35%","celibataire","aucun","superieur a 7 ans","inconnu / pas de propriete",40,"banque ","logement gratuit","sans emploi","1 personne","avec telephone","credit bien rembourse","compris entre 0 et 200 ","1 credit","oui"
24,"credits deja rembourses jusqu'a maintenant","radio / television",5511,"comprise entre 100 et 500 ","compris entre 1 et 4 ans","superieur a 35%","celibataire","aucun","inferieur a 1 an","voiture ou autre",25,"etablissements de credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
24,"credits deja rembourses jusqu'a maintenant","radio / television",3749,"inferieur a 100 ","inferieur a 1 an","compris entre 20% et 25%","femme:divorcee/separee/mariee","aucun","superieur a 7 ans","voiture ou autre",26,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","superieur ou egale a 200 ","1 credit","oui"
12,"credits deja rembourses jusqu'a maintenant","voiture (nouveau)",685,"inferieur a 100 ","compris entre 4 et 7 ans","compris entre 20% et 25%","homme: marie/veuf","aucun","compris entre 4 et 7 ans","voiture ou autre",25,"banque ","proprietaire","non qualifie","1 personne","sans telephone","credit avec impaye","compris entre 0 et 200 ","1 credit","oui"
4,"credits deja rembourses jusqu'a maintenant","voiture (nouveau)",1494,"compte d'epargne inconnu / non","inferieur a 1 an","inferieur a 20%","celibataire","aucun","compris entre 1 et 4 ans","immobilier",29,"aucun credit","proprietaire","non qualifie","2 personne","sans telephone","credit bien rembourse","superieur ou egale a 200 ","1 credit","non"
36,"tous les credits de cette banque ont ete rembourses","radio / television",2746,"inferieur a 100 ","superieur a 7 ans","superieur a 35%","celibataire","aucun","superieur a 7 ans","voiture ou autre",31,"banque ","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit avec impaye","inferieur a 0 ","1 credit","oui"
12,"credits deja rembourses jusqu'a maintenant","radio / television",708,"inferieur a 100 ","compris entre 1 et 4 ans","compris entre 20% et 25%","celibataire","garant","compris entre 4 et 7 ans","assurance-vie",38,"aucun credit","proprietaire","non qualifie","2 personne","sans telephone","credit bien rembourse","inferieur a 0 ","1 credit","oui"
24,"credits deja rembourses jusqu'a maintenant","radio / television",4351,"compte d'epargne inconnu / non","compris entre 1 et 4 ans","inferieur a 20%","femme:divorcee/separee/mariee","aucun","superieur a 7 ans","assurance-vie",48,"aucun credit","proprietaire","non qualifie","1 personne","avec telephone","credit bien rembourse","compris entre 0 et 200 ","1 credit","oui"
12,"compte critique /autres credits existants (pas dans cette banque)","vacances",701,"inferieur a 100 ","compris entre 1 et 4 ans","superieur a 35%","celibataire","aucun","compris entre 1 et 4 ans","voiture ou autre",32,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","pas de compte courant","2 credits","oui"
15,"retard dans le paiement dans le passe","radio / television",3643,"inferieur a 100 ","superieur a 7 ans","inferieur a 20%","femme:divorcee/separee/mariee","aucun","superieur a 7 ans","assurance-vie",27,"aucun credit","proprietaire","non qualifie","1 personne","sans telephone","credit bien rembourse","inferieur a 0 ","2 credits","oui"
30,"compte critique /autres credits existants (pas dans cette banque)","voiture (nouveau)",4249,"inferieur a 100 ","sans emploi","superieur a 35%","homme: marie/veuf","aucun","compris entre 1 et 4 ans","voiture ou autre",28,"aucun credit","proprietaire","cadres","1 personne","sans telephone","credit avec impaye","compris entre 0 et 200 ","2 credits","oui"
24,"credits deja rembourses jusqu'a maintenant","appareils menagers",1938,"inferieur a 100 ","inferieur a 1 an","superieur a 35%","homme:divorce/separe","aucun","compris entre 4 et 7 ans","assurance-vie",32,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit avec impaye","inferieur a 0 ","1 credit","oui"
24,"credits deja rembourses jusqu'a maintenant","voiture (utilise)",2910,"inferieur a 100 ","compris entre 4 et 7 ans","compris entre 20% et 25%","celibataire","aucun","inferieur a 1 an","inconnu / pas de propriete",34,"aucun credit","logement gratuit","cadres","1 personne","avec telephone","credit bien rembourse","inferieur a 0 ","1 credit","oui"
18,"credits deja rembourses jusqu'a maintenant","radio / television",2659,"superieur a 1000 ","compris entre 1 et 4 ans","superieur a 35%","celibataire","aucun","compris entre 1 et 4 ans","voiture ou autre",28,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","inferieur a 0 ","1 credit","oui"
18,"compte critique /autres credits existants (pas dans cette banque)","voiture (nouveau)",1028,"inferieur a 100 ","compris entre 1 et 4 ans","superieur a 35%","femme:divorcee/separee/mariee","aucun","compris entre 4 et 7 ans","immobilier",36,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","pas de compte courant","2 credits","oui"
8,"compte critique /autres credits existants (pas dans cette banque)","voiture (nouveau)",3398,"inferieur a 100 ","compris entre 4 et 7 ans","inferieur a 20%","celibataire","aucun","superieur a 7 ans","immobilier",39,"aucun credit","proprietaire","non qualifie","1 personne","sans telephone","credit bien rembourse","inferieur a 0 ","2 credits","non"
12,"compte critique /autres credits existants (pas dans cette banque)","radio / television",5801,"compte d'epargne inconnu / non","superieur a 7 ans","compris entre 20% et 25%","celibataire","aucun","superieur a 7 ans","assurance-vie",49,"aucun credit","locataire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
24,"credits deja rembourses jusqu'a maintenant","voiture (nouveau)",1525,"superieur a 1000 ","compris entre 4 et 7 ans","superieur a 35%","femme:divorcee/separee/mariee","aucun","compris entre 4 et 7 ans","voiture ou autre",34,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","2 personne","avec telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
36,"credits deja rembourses jusqu'a maintenant","appareils menagers",4473,"inferieur a 100 ","superieur a 7 ans","superieur a 35%","celibataire","aucun","compris entre 1 et 4 ans","voiture ou autre",31,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","superieur ou egale a 200 ","1 credit","oui"
6,"credits deja rembourses jusqu'a maintenant","appareils menagers",1068,"inferieur a 100 ","superieur a 7 ans","superieur a 35%","celibataire","aucun","superieur a 7 ans","voiture ou autre",28,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","2 personne","sans telephone","credit bien rembourse","compris entre 0 et 200 ","1 credit","oui"
24,"compte critique /autres credits existants (pas dans cette banque)","voiture (utilise)",6615,"inferieur a 100 ","sans emploi","compris entre 20% et 25%","celibataire","aucun","superieur a 7 ans","inconnu / pas de propriete",75,"aucun credit","logement gratuit","cadres","1 personne","avec telephone","credit bien rembourse","inferieur a 0 ","2 credits","oui"
