duree,historique,objet,montant,epargne,anciennete_emploi,taux_endettement,statut,autres_debiteurs,domicile,biens,age,credit_exterieur,logement,emploi,nombre_personnes,telephone,compte,nombre_credit,travailleur_etranger,taux_endettement_num,revenus_estimes,debt_to_income_ratio,credit_utilization_ratio,savings_rate,expense_to_income_ratio,repayment_capacity,payment_history_score,credit_mix_diversity,recent_inquiries_count,account_age_average,bankruptcy_risk_score,late_payment_frequency,credit_limit_usage,employment_stability_score,age_income_segment,age_income_combined,education_employment_match,regional_risk_factor,age_income_interaction,debt_income_interaction,score_utilization_interaction,amount_duration_interaction,education_employment,marital_housing,purpose_amount,age_category_income,employment_stability_payment,account_age_months,time_since_last_payment,credit_history_length,application_month,seasonal_risk_indicator,holiday_proximity,income_trend,spending_trend,credit_usage_trend,cible
12,compte critique /autres credits existants (pas dans cette banque),appareils menagers,717.0,inferieur a 100,superieur a 7 ans,superieur a 35%,celibataire,aucun,superieur a 7 ans,immobilier,52.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,pas de compte courant,3 credits,oui,40.0,1792.5,0.4,0.4,0.0,0.04,1075.5,0.5,0.5,0.0,0.0,0.56,0.3,0.4,0.3,mature,mature_low,0.5,0.4,93.21,128.52225,0.2,86.04,celibataire_superieur a 7 ans,celibataire_proprietaire,appareils menagers_low,senior_income_low,0.15,0.0,16.76814831159184,12.228020869009201,4,0.3,0,-0.04749453111609562,0.005112520238883911,-0.17975680966462565,0
6,aucun credit pris /tous les credits ont ete rembourses,voiture (nouveau),1204.0,comprise entre 100 et 500,compris entre 1 et 4 ans,superieur a 35%,celibataire,aucun,inferieur a 1 an,inconnu / pas de propriete,35.0,banque,locataire,employe qualifie / fonctionnaire,1 personne,sans telephone,pas de compte courant,1 credit,non,40.0,3010.0,0.4,0.4,0.0,0.04,1806.0,0.5,0.5,0.0,0.0,0.56,0.3,0.4,0.3,young_adult,young_adult_low,0.5,0.4,105.35,362.404,0.2,72.24,celibataire_compris entre 1 et 4 ans,celibataire_locataire,voiture (nouveau)_low,middle_income_low,0.15,0.0,102.02526048366168,12.720187960309568,2,0.1,0,-0.0653329232573712,-0.11549598465879626,-0.266062725147798,0
24,credits deja rembourses jusqu'a maintenant,radio / television,1925.0,inferieur a 100,compris entre 1 et 4 ans,compris entre 20% et 25%,celibataire,aucun,compris entre 1 et 4 ans,immobilier,26.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,superieur ou egale a 200,1 credit,oui,22.5,8555.555555555555,0.22500000000000003,0.225,0.0,0.022500000000000003,6630.555555555555,0.5,0.5,0.0,0.0,0.49000000000000005,0.3,0.225,0.3,young_adult,young_adult_low,0.5,0.4,222.44444444444443,1646.9444444444441,0.1125,462.0,celibataire_compris entre 1 et 4 ans,celibataire_proprietaire,radio / television_low,young_income_low,0.15,0.0,99.41206428390616,15.6811078363825,6,0.5,1,0.1765454240281097,0.03506788676861215,-0.0378240781554067,0
18,credits deja rembourses jusqu'a maintenant,appareils menagers,433.0,inferieur a 100,sans emploi,compris entre 25% et 35%,femme:divorcee/separee/mariee,co-demandeur,superieur a 7 ans,immobilier,22.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,sans telephone,pas de compte courant,1 credit,oui,30.0,1443.3333333333335,0.3,0.3,0.0,0.03,1010.3333333333335,0.5,0.5,0.0,0.0,0.52,0.3,0.3,0.3,young,young_low,0.5,0.4,31.753333333333337,62.49633333333334,0.15,77.94,femme:divorcee/separee/mariee_sans emploi,femme:divorcee/separee/mariee_locataire,appareils menagers_low,young_income_low,0.15,0.0,57.52161051538257,5.863244608809566,6,0.5,1,0.040498171096095555,-0.23338434693054408,0.18433002238489188,1
6,compte critique /autres credits existants (pas dans cette banque),voiture (nouveau),666.0,superieur a 1000,compris entre 4 et 7 ans,compris entre 25% et 35%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,immobilier,39.0,aucun credit,proprietaire,non qualifie,1 personne,avec telephone,inferieur a 0,2 credits,oui,30.0,2220.0,0.3,0.3,0.0,0.030000000000000002,1554.0,0.5,0.5,0.0,0.0,0.52,0.3,0.3,0.3,adult,adult_low,0.5,0.4,86.58,147.852,0.15,39.96,femme:divorcee/separee/mariee_compris entre 4 et 7 ans,femme:divorcee/separee/mariee_proprietaire,voiture (nouveau)_low,middle_income_low,0.15,0.0,10.463282045164808,10.45574077545993,11,0.2,0,-0.12608839543350453,0.049632034832168555,-0.025509824075506844,0
12,credits deja rembourses jusqu'a maintenant,radio / television,2251.0,inferieur a 100,compris entre 1 et 4 ans,inferieur a 20%,femme:divorcee/separee/mariee,aucun,compris entre 1 et 4 ans,voiture ou autre,46.0,aucun credit,proprietaire,non qualifie,1 personne,sans telephone,superieur ou egale a 200,1 credit,oui,15.0,15006.666666666668,0.15,0.15,0.0,0.015,12755.666666666668,0.5,0.5,0.0,0.0,0.46,0.3,0.15,0.3,mature,mature_low,0.5,0.4,690.3066666666667,3378.0006666666673,0.075,270.12,femme:divorcee/separee/mariee_compris entre 1 et 4 ans,femme:divorcee/separee/mariee_proprietaire,radio / television_low,middle_income_low,0.15,0.0,14.588757962960807,1.9884955567344633,1,0.1,0,0.09178619470547761,0.12502934424133869,0.3022309860494695,0
30,credits deja rembourses jusqu'a maintenant,voiture (nouveau),2150.0,inferieur a 100,compris entre 1 et 4 ans,superieur a 35%,femme:divorcee/separee/mariee,garant,compris entre 1 et 4 ans,inconnu / pas de propriete,24.0,banque,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,compris entre 0 et 200,1 credit,oui,40.0,5375.0,0.4,0.4,0.0,0.04,3225.0,0.5,0.5,0.0,0.0,0.56,0.3,0.4,0.3,young,young_low,0.5,0.4,129.0,1155.625,0.2,645.0,femme:divorcee/separee/mariee_compris entre 1 et 4 ans,femme:divorcee/separee/mariee_proprietaire,voiture (nouveau)_low,young_income_low,0.15,0.0,57.14179957434239,14.395338735631675,9,0.4,0,0.21221561970126335,-0.2990603463857183,-0.2902351380103118,1
24,retard dans le paiement dans le passe,radio / television,4151.0,comprise entre 100 et 500,compris entre 1 et 4 ans,compris entre 20% et 25%,celibataire,aucun,compris entre 4 et 7 ans,assurance-vie,35.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,pas de compte courant,2 credits,oui,22.5,18448.888888888887,0.22500000000000003,0.225,0.0,0.022500000000000003,14297.888888888887,0.5,0.5,0.0,0.0,0.49000000000000005,0.3,0.225,0.3,young_adult,young_adult_medium,0.5,0.4,645.711111111111,7658.133777777778,0.1125,996.24,celibataire_compris entre 1 et 4 ans,celibataire_proprietaire,radio / television_medium,middle_income_med,0.15,0.0,11.434386942921511,15.883175638216446,12,0.8,1,0.1032465260551147,0.05610848547713582,-0.0024177895692109124,0
9,credits deja rembourses jusqu'a maintenant,radio / television,2030.0,compte d'epargne inconnu / non,compris entre 4 et 7 ans,compris entre 20% et 25%,celibataire,aucun,inferieur a 1 an,voiture ou autre,24.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,compris entre 0 et 200,1 credit,oui,22.5,9022.222222222223,0.22499999999999998,0.225,0.0,0.0225,6992.222222222223,0.5,0.5,0.0,0.0,0.49000000000000005,0.3,0.225,0.3,young,young_low,0.5,0.4,216.53333333333333,1831.5111111111112,0.1125,182.7,celibataire_compris entre 4 et 7 ans,celibataire_proprietaire,radio / television_low,young_income_low,0.15,0.0,5.571558488872643,9.100881226203756,11,0.2,0,-0.15193699659540136,0.18415034887099382,-0.2504786888826238,0
42,retard dans le paiement dans le passe,appareils menagers,7418.0,compte d'epargne inconnu / non,compris entre 1 et 4 ans,inferieur a 20%,celibataire,aucun,inferieur a 1 an,immobilier,27.0,aucun credit,proprietaire,non qualifie,1 personne,sans telephone,compris entre 0 et 200,1 credit,oui,15.0,49453.333333333336,0.15,0.15,0.0,0.015000000000000001,42035.333333333336,0.5,0.5,0.0,0.0,0.46,0.3,0.15,0.3,young_adult,young_adult_high,0.5,0.4,1335.24,36684.48266666667,0.075,3115.56,celibataire_compris entre 1 et 4 ans,celibataire_proprietaire,appareils menagers_high,young_income_high,0.15,0.0,24.412109761806832,21.443920579740197,6,0.5,1,-0.04842340728662514,-0.18144615280368082,0.07272637652499357,0
24,compte critique /autres credits existants (pas dans cette banque),appareils menagers,2684.0,inferieur a 100,compris entre 1 et 4 ans,superieur a 35%,celibataire,aucun,compris entre 1 et 4 ans,immobilier,35.0,aucun credit,proprietaire,non qualifie,1 personne,sans telephone,pas de compte courant,2 credits,oui,40.0,6710.0,0.4,0.4,0.0,0.04000000000000001,4026.0,0.5,0.5,0.0,0.0,0.56,0.3,0.4,0.3,young_adult,young_adult_low,0.5,0.4,234.85,1800.964,0.2,644.16,celibataire_compris entre 1 et 4 ans,celibataire_proprietaire,appareils menagers_low,middle_income_low,0.15,0.0,82.53880412421125,4.645406021985952,3,0.2,0,0.12669111491866228,0.2508858580256555,0.17737747801946008,0
12,tous les credits de cette banque ont ete rembourses,appareils menagers,2149.0,inferieur a 100,compris entre 1 et 4 ans,superieur a 35%,homme:divorce/separe,aucun,inferieur a 1 an,inconnu / pas de propriete,29.0,aucun credit,logement gratuit,employe qualifie / fonctionnaire,1 personne,sans telephone,inferieur a 0,1 credit,oui,40.0,5372.5,0.4,0.4,0.0,0.04,3223.5,0.5,0.5,0.0,0.0,0.56,0.3,0.4,0.3,young_adult,young_adult_low,0.5,0.4,155.8025,1154.55025,0.2,257.88,homme:divorce/separe_compris entre 1 et 4 ans,homme:divorce/separe_logement gratuit,appareils menagers_low,young_income_low,0.15,0.0,35.72476793273812,3.2137507187410783,4,0.3,0,-0.07076694656187808,0.06285285140490678,-0.08415235873621066,1
15,credits deja rembourses jusqu'a maintenant,voiture (utilise),3812.0,comprise entre 100 et 500,inferieur a 1 an,inferieur a 20%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,voiture ou autre,23.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,pas de compte courant,1 credit,oui,15.0,25413.333333333336,0.15,0.15,0.0,0.015000000000000001,21601.333333333336,0.5,0.5,0.0,0.0,0.46,0.3,0.15,0.3,young,young_medium,0.5,0.4,584.5066666666668,9687.562666666667,0.075,571.8,femme:divorcee/separee/mariee_inferieur a 1 an,femme:divorcee/separee/mariee_proprietaire,voiture (utilise)_medium,young_income_med,0.15,0.0,25.323370093069666,13.346710911359832,12,0.8,1,0.04438194281462285,-0.10575177836376133,-0.5208427713254269,0
11,compte critique /autres credits existants (pas dans cette banque),appareils menagers,1154.0,comprise entre 100 et 500,sans emploi,superieur a 35%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,immobilier,57.0,aucun credit,proprietaire,non qualifie,1 personne,sans telephone,pas de compte courant,3 credits,oui,40.0,2885.0,0.4,0.4,0.0,0.04,1731.0,0.5,0.5,0.0,0.0,0.56,0.3,0.4,0.3,senior,senior_low,0.5,0.4,164.445,332.929,0.2,126.94,femme:divorcee/separee/mariee_sans emploi,femme:divorcee/separee/mariee_proprietaire,appareils menagers_low,senior_income_low,0.15,0.0,3.0668459204796865,18.282589815672928,11,0.2,0,0.07746340534293368,-0.008365361648655902,0.03978962935929891,0
12,credits deja rembourses jusqu'a maintenant,radio / television,1657.0,inferieur a 100,compris entre 1 et 4 ans,compris entre 20% et 25%,celibataire,aucun,compris entre 1 et 4 ans,immobilier,27.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,inferieur a 0,1 credit,oui,22.5,7364.444444444444,0.225,0.225,0.0,0.022500000000000003,5707.444444444444,0.5,0.5,0.0,0.0,0.49000000000000005,0.3,0.225,0.3,young_adult,young_adult_low,0.5,0.4,198.84,1220.2884444444444,0.1125,198.84,celibataire_compris entre 1 et 4 ans,celibataire_proprietaire,radio / television_low,young_income_low,0.15,0.0,28.63592146553153,22.103566148747213,4,0.3,0,-0.0926930471578083,0.08374903687825835,0.08734771034670191,0
24,credits deja rembourses jusqu'a maintenant,appareils menagers,1603.0,inferieur a 100,superieur a 7 ans,superieur a 35%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,voiture ou autre,55.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,inferieur a 0,1 credit,oui,40.0,4007.5,0.4,0.4,0.0,0.04,2404.5,0.5,0.5,0.0,0.0,0.56,0.3,0.4,0.3,mature,mature_low,0.5,0.4,220.4125,642.40225,0.2,384.72,femme:divorcee/separee/mariee_superieur a 7 ans,femme:divorcee/separee/mariee_proprietaire,appareils menagers_low,senior_income_low,0.15,0.0,138.31709243538953,9.24669442278636,3,0.2,0,-0.005952535606180008,0.011400808711861724,0.08085895099233953,0
18,compte critique /autres credits existants (pas dans cette banque),voiture (nouveau),5302.0,inferieur a 100,superieur a 7 ans,compris entre 20% et 25%,celibataire,aucun,superieur a 7 ans,inconnu / pas de propriete,36.0,aucun credit,logement gratuit,cadres,1 personne,avec telephone,inferieur a 0,3 credits,oui,22.5,23564.444444444445,0.225,0.225,0.0,0.022500000000000003,18262.444444444445,0.5,0.5,0.0,0.0,0.49000000000000005,0.3,0.225,0.3,adult,adult_medium,0.5,0.4,848.32,12493.868444444444,0.1125,954.36,celibataire_superieur a 7 ans,celibataire_logement gratuit,voiture (nouveau)_medium,middle_income_med,0.15,0.0,4.527617599267924,18.472085000587775,10,0.3,0,-0.3241267340069073,0.08081339886695538,0.24715643836443082,0
12,compte critique /autres credits existants (pas dans cette banque),vacances,2748.0,inferieur a 100,superieur a 7 ans,compris entre 20% et 25%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,inconnu / pas de propriete,57.0,banque,logement gratuit,non qualifie,1 personne,sans telephone,pas de compte courant,3 credits,oui,22.5,12213.333333333334,0.22499999999999998,0.225,0.0,0.0225,9465.333333333334,0.5,0.5,0.0,0.0,0.49000000000000005,0.3,0.225,0.3,senior,senior_low,0.5,0.4,696.16,3356.224,0.1125,329.76,femme:divorcee/separee/mariee_superieur a 7 ans,femme:divorcee/separee/mariee_logement gratuit,vacances_low,senior_income_low,0.15,0.0,21.91485974944511,11.768949182995756,3,0.2,0,-0.10243876413342899,-0.13810103896190493,-0.21421073592980977,0
10,compte critique /autres credits existants (pas dans cette banque),voiture (nouveau),1231.0,inferieur a 100,superieur a 7 ans,compris entre 25% et 35%,celibataire,aucun,superieur a 7 ans,immobilier,32.0,aucun credit,proprietaire,non qualifie,2 personne,sans telephone,pas de compte courant,2 credits,non,30.0,4103.333333333334,0.29999999999999993,0.3,0.0,0.03,2872.333333333334,0.5,0.5,0.0,0.0,0.52,0.3,0.3,0.3,young_adult,young_adult_low,0.5,0.4,131.30666666666667,505.1203333333334,0.15,123.1,celibataire_superieur a 7 ans,celibataire_proprietaire,voiture (nouveau)_low,middle_income_low,0.15,0.0,62.95825913702383,10.964236200355082,3,0.2,0,-0.025256815139316033,0.025404123605411697,0.1360432210900899,0
15,credits deja rembourses jusqu'a maintenant,appareils menagers,802.0,inferieur a 100,superieur a 7 ans,superieur a 35%,celibataire,aucun,compris entre 4 et 7 ans,voiture ou autre,37.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,2 personne,sans telephone,compris entre 0 et 200,1 credit,oui,40.0,2005.0,0.4,0.4,0.0,0.04,1203.0,0.5,0.5,0.0,0.0,0.56,0.3,0.4,0.3,adult,adult_low,0.5,0.4,74.185,160.801,0.2,120.3,celibataire_superieur a 7 ans,celibataire_proprietaire,appareils menagers_low,middle_income_low,0.15,0.0,40.5010274506101,17.301959624920034,4,0.3,0,-0.12477831819648495,-0.21205717453574702,0.23850150249559499,1
36,compte critique /autres credits existants (pas dans cette banque),business,6304.0,compte d'epargne inconnu / non,superieur a 7 ans,superieur a 35%,celibataire,aucun,superieur a 7 ans,immobilier,36.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,pas de compte courant,2 credits,oui,40.0,15760.0,0.4,0.4,0.0,0.04000000000000001,9456.0,0.5,0.5,0.0,0.0,0.56,0.3,0.4,0.3,adult,adult_low,0.5,0.4,567.36,9935.104,0.2,2269.44,celibataire_superieur a 7 ans,celibataire_proprietaire,business_high,middle_income_low,0.15,0.0,35.822232759050195,15.913937270480517,7,0.6,1,0.16324113039316354,-0.016683909202305048,-0.35571751680130337,0
24,credits deja rembourses jusqu'a maintenant,appareils menagers,1533.0,inferieur a 100,inferieur a 1 an,superieur a 35%,femme:divorcee/separee/mariee,aucun,compris entre 4 et 7 ans,voiture ou autre,38.0,etablissements de credit,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,pas de compte courant,1 credit,oui,40.0,3832.5,0.4,0.4,0.0,0.04,2299.5,0.5,0.5,0.0,0.0,0.56,0.3,0.4,0.3,adult,adult_low,0.5,0.4,145.635,587.52225,0.2,367.92,femme:divorcee/separee/mariee_inferieur a 1 an,femme:divorcee/separee/mariee_proprietaire,appareils menagers_low,middle_income_low,0.15,0.0,36.3686266867347,2.5416470580945045,4,0.3,0,-0.14301413779606328,-0.13558614621971846,0.06393036518379545,0
14,credits deja rembourses jusqu'a maintenant,voiture (nouveau),7870.5,inferieur a 100,superieur a 7 ans,inferieur a 20%,homme:divorce/separe,aucun,superieur a 7 ans,assurance-vie,45.0,aucun credit,proprietaire,cadres,1 personne,avec telephone,inferieur a 0,1 credit,non,15.0,52470.0,0.15,0.15,0.0,0.015000000000000001,44599.5,0.5,0.5,0.0,0.0,0.46,0.3,0.15,0.3,adult,adult_high,0.5,0.4,2361.15,41296.5135,0.075,1101.87,homme:divorce/separe_superieur a 7 ans,homme:divorce/separe_proprietaire,voiture (nouveau)_high,middle_income_high,0.15,0.0,13.364770269448472,20.859242098355374,9,0.4,0,-0.04400444866969838,-0.11032949138846498,-0.1008359662015343,1
24,credits deja rembourses jusqu'a maintenant,appareils menagers,999.0,compte d'epargne inconnu / non,superieur a 7 ans,superieur a 35%,celibataire,aucun,compris entre 1 et 4 ans,voiture ou autre,25.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,pas de compte courant,2 credits,oui,40.0,2497.5,0.4,0.4,0.0,0.04,1498.5,0.5,0.5,0.0,0.0,0.56,0.3,0.4,0.3,young,young_low,0.5,0.4,62.4375,249.50025,0.2,239.76,celibataire_superieur a 7 ans,celibataire_proprietaire,appareils menagers_low,young_income_low,0.15,0.0,10.426862528012855,20.28054812488471,1,0.1,0,0.013074057728609135,0.1854139762815656,-0.01630453462032918,0
18,credits deja rembourses jusqu'a maintenant,voiture (nouveau),2662.0,compte d'epargne inconnu / non,compris entre 4 et 7 ans,superieur a 35%,celibataire,aucun,compris entre 4 et 7 ans,assurance-vie,32.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,pas de compte courant,1 credit,non,40.0,6655.0,0.4,0.4,0.0,0.04,3993.0,0.5,0.5,0.0,0.0,0.56,0.3,0.4,0.3,young_adult,young_adult_low,0.5,0.4,212.96,1771.561,0.2,479.16,celibataire_compris entre 4 et 7 ans,celibataire_proprietaire,voiture (nouveau)_low,middle_income_low,0.15,0.0,49.721235217791374,8.246623790942824,8,0.5,1,0.14412732890661156,0.16369651808914035,0.06953529670766727,0
12,compte critique /autres credits existants (pas dans cette banque),radio / television,1402.0,comprise entre 500 et 1000,compris entre 4 et 7 ans,compris entre 25% et 35%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,voiture ou autre,37.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,avec telephone,pas de compte courant,1 credit,oui,30.0,4673.333333333334,0.29999999999999993,0.3,0.0,0.03,3271.333333333334,0.5,0.5,0.0,0.0,0.52,0.3,0.3,0.3,adult,adult_low,0.5,0.4,172.91333333333336,655.2013333333334,0.15,168.24,femme:divorcee/separee/mariee_compris entre 4 et 7 ans,femme:divorcee/separee/mariee_locataire,radio / television_low,middle_income_low,0.15,0.0,49.83984597261086,14.374821200624455,7,0.6,1,-0.14358621511794395,0.09137071813607654,-0.09744571282271047,0
42,tous les credits de cette banque ont ete rembourses,voiture (nouveau),7870.5,compte d'epargne inconnu / non,sans emploi,superieur a 35%,celibataire,co-demandeur,superieur a 7 ans,inconnu / pas de propriete,36.0,aucun credit,logement gratuit,cadres,1 personne,avec telephone,compris entre 0 et 200,1 credit,oui,40.0,19676.25,0.4,0.4,0.0,0.04,11805.75,0.5,0.5,0.0,0.0,0.56,0.3,0.4,0.3,adult,adult_medium,0.5,0.4,708.345,15486.1925625,0.2,3305.61,celibataire_sans emploi,celibataire_logement gratuit,voiture (nouveau)_high,middle_income_med,0.15,0.0,60.538501421037445,14.964181117696434,2,0.1,0,0.11631637521549597,-0.16384691470088683,-0.13514161583232237,0
42,credits deja rembourses jusqu'a maintenant,appareils menagers,3060.0,inferieur a 100,compris entre 4 et 7 ans,superieur a 35%,celibataire,aucun,superieur a 7 ans,immobilier,28.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,compris entre 0 et 200,2 credits,oui,40.0,7650.0,0.4,0.4,0.0,0.04,4590.0,0.5,0.5,0.0,0.0,0.56,0.3,0.4,0.3,young_adult,young_adult_low,0.5,0.4,214.2,2340.9,0.2,1285.2,celibataire_compris entre 4 et 7 ans,celibataire_proprietaire,appareils menagers_medium,young_income_low,0.15,0.0,73.33847885509908,13.564042594943443,8,0.5,1,0.001023306101958705,-0.04746126745422029,0.00683048349760492,1
30,credits deja rembourses jusqu'a maintenant,education,7870.5,inferieur a 100,inferieur a 1 an,inferieur a 20%,homme:divorce/separe,aucun,inferieur a 1 an,inconnu / pas de propriete,34.0,aucun credit,proprietaire,non qualifie,1 personne,avec telephone,inferieur a 0,1 credit,oui,15.0,52470.0,0.15,0.15,0.0,0.015000000000000001,44599.5,0.5,0.5,0.0,0.0,0.46,0.3,0.15,0.3,young_adult,young_adult_high,0.5,0.4,1783.98,41296.5135,0.075,2361.15,homme:divorce/separe_inferieur a 1 an,homme:divorce/separe_proprietaire,education_high,middle_income_high,0.15,0.0,21.48279710798711,8.69816907692748,1,0.1,0,-0.0981508651047951,0.1819646549968775,-0.21744918777256053,1
9,credits deja rembourses jusqu'a maintenant,appareils menagers,2697.0,inferieur a 100,compris entre 1 et 4 ans,inferieur a 20%,celibataire,aucun,compris entre 1 et 4 ans,immobilier,32.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,2 personne,sans telephone,pas de compte courant,1 credit,oui,15.0,17980.0,0.15,0.15,0.0,0.015,15283.0,0.5,0.5,0.0,0.0,0.46,0.3,0.15,0.3,young_adult,young_adult_medium,0.5,0.4,575.36,4849.206,0.075,242.73,celibataire_compris entre 1 et 4 ans,celibataire_proprietaire,appareils menagers_low,middle_income_med,0.15,0.0,20.885531326535975,7.9702597923716905,11,0.2,0,0.04621034742632708,0.02125753704598571,-0.2171650257770371,0
18,compte critique /autres credits existants (pas dans cette banque),appareils menagers,2404.0,inferieur a 100,compris entre 1 et 4 ans,compris entre 20% et 25%,femme:divorcee/separee/mariee,aucun,compris entre 1 et 4 ans,voiture ou autre,26.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,pas de compte courant,2 credits,oui,22.5,10684.444444444443,0.22500000000000003,0.225,0.0,0.022500000000000003,8280.444444444443,0.5,0.5,0.0,0.0,0.49000000000000005,0.3,0.225,0.3,young_adult,young_adult_low,0.5,0.4,277.7955555555555,2568.540444444444,0.1125,432.72,femme:divorcee/separee/mariee_compris entre 1 et 4 ans,femme:divorcee/separee/mariee_proprietaire,appareils menagers_low,young_income_low,0.15,0.0,48.02849796925462,11.846675574051329,12,0.8,1,0.019905969557347004,0.3478994309972541,0.13587465659130069,0
12,credits deja rembourses jusqu'a maintenant,radio / television,1262.0,compte d'epargne inconnu / non,superieur a 7 ans,compris entre 20% et 25%,homme:divorce/separe,aucun,superieur a 7 ans,assurance-vie,49.0,aucun credit,proprietaire,non qualifie,1 personne,avec telephone,inferieur a 0,1 credit,oui,22.5,5608.888888888889,0.225,0.225,0.0,0.022500000000000003,4346.888888888889,0.5,0.5,0.0,0.0,0.49000000000000005,0.3,0.225,0.3,mature,mature_low,0.5,0.4,274.8355555555556,707.8417777777778,0.1125,151.44,homme:divorce/separe_superieur a 7 ans,homme:divorce/separe_proprietaire,radio / television_low,middle_income_low,0.15,0.0,31.491572246634007,19.03637411555619,9,0.4,0,-0.06002168771587947,0.05899767590915578,-0.22975880703173124,0
6,credits deja rembourses jusqu'a maintenant,radio / television,4611.0,inferieur a 100,inferieur a 1 an,inferieur a 20%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,assurance-vie,32.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,pas de compte courant,1 credit,oui,15.0,30740.0,0.15,0.15,0.0,0.015000000000000001,26129.0,0.5,0.5,0.0,0.0,0.46,0.3,0.15,0.3,young_adult,young_adult_medium,0.5,0.4,983.68,14174.214,0.075,276.66,femme:divorcee/separee/mariee_inferieur a 1 an,femme:divorcee/separee/mariee_proprietaire,radio / television_medium,middle_income_med,0.15,0.0,36.31651945534551,15.261600927566594,9,0.4,0,0.006980208499001892,0.028807367473504736,0.13326250018184238,1
24,credits deja rembourses jusqu'a maintenant,appareils menagers,1901.0,comprise entre 100 et 500,compris entre 1 et 4 ans,superieur a 35%,celibataire,aucun,superieur a 7 ans,voiture ou autre,29.0,aucun credit,locataire,cadres,1 personne,avec telephone,pas de compte courant,1 credit,oui,40.0,4752.5,0.4,0.4,0.0,0.04000000000000001,2851.5,0.5,0.5,0.0,0.0,0.56,0.3,0.4,0.3,young_adult,young_adult_low,0.5,0.4,137.8225,903.45025,0.2,456.24,celibataire_compris entre 1 et 4 ans,celibataire_locataire,appareils menagers_low,young_income_low,0.15,0.0,47.65858424862615,9.776314007483364,2,0.1,0,-0.03853135968617602,-0.046367469630375205,0.09251825857079024,0
15,compte critique /autres credits existants (pas dans cette banque),voiture (utilise),3368.0,superieur a 1000,superieur a 7 ans,compris entre 25% et 35%,celibataire,aucun,superieur a 7 ans,inconnu / pas de propriete,23.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,avec telephone,pas de compte courant,2 credits,oui,30.0,11226.666666666668,0.3,0.3,0.0,0.03,7858.666666666668,0.5,0.5,0.0,0.0,0.52,0.3,0.3,0.3,young,young_low,0.5,0.4,258.21333333333337,3781.1413333333335,0.15,505.2,celibataire_superieur a 7 ans,celibataire_locataire,voiture (utilise)_medium,young_income_low,0.15,0.0,66.21970429040302,16.630192263890066,7,0.6,1,0.011351734525124805,0.020031135717342347,-0.34516134575811935,0
12,credits deja rembourses jusqu'a maintenant,radio / television,1574.0,inferieur a 100,compris entre 1 et 4 ans,superieur a 35%,celibataire,aucun,compris entre 1 et 4 ans,immobilier,50.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,pas de compte courant,1 credit,oui,40.0,3935.0,0.4,0.4,0.0,0.04,2361.0,0.5,0.5,0.0,0.0,0.56,0.3,0.4,0.3,mature,mature_low,0.5,0.4,196.75,619.369,0.2,188.88,celibataire_compris entre 1 et 4 ans,celibataire_proprietaire,radio / television_low,middle_income_low,0.15,0.0,12.374472214129627,0.0,10,0.3,0,0.06621306745210467,-0.022870475457081586,-0.13551293046713103,0
