duree,historique,objet,montant,epargne,anciennete_emploi,taux_endettement,statut,autres_debiteurs,domicile,biens,age,credit_exterieur,logement,emploi,nombre_personnes,telephone,cible,compte,nombre_credit,travailleur_etranger
18,credits deja rembourses jusqu'a maintenant,voiture (nouveau),2662.0,compte d'epargne inconnu / non,compris entre 4 et 7 ans,superieur a 35%,celibataire,aucun,compris entre 4 et 7 ans,assurance-vie,32.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,pas de compte courant,1 credit,non
12,compte critique /autres credits existants (pas dans cette banque),radio / television,1402.0,comprise entre 500 et 1000,compris entre 4 et 7 ans,compris entre 25% et 35%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,voiture ou autre,37.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,pas de compte courant,1 credit,oui
42,tous les credits de cette banque ont ete rembourses,voiture (nouveau),7870.5,compte d'epargne inconnu / non,sans emploi,superieur a 35%,celibataire,co-demandeur,superieur a 7 ans,inconnu / pas de propriete,36.0,aucun credit,logement gratuit,cadres,1 personne,avec telephone,credit bien rembourse,compris entre 0 et 200,1 credit,oui
42,credits deja rembourses jusqu'a maintenant,appareils menagers,3060.0,inferieur a 100,compris entre 4 et 7 ans,superieur a 35%,celibataire,aucun,superieur a 7 ans,immobilier,28.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit avec impaye,compris entre 0 et 200,2 credits,oui
30,credits deja rembourses jusqu'a maintenant,education,7870.5,inferieur a 100,inferieur a 1 an,inferieur a 20%,homme:divorce/separe,aucun,inferieur a 1 an,inconnu / pas de propriete,34.0,aucun credit,proprietaire,non qualifie,1 personne,avec telephone,credit avec impaye,inferieur a 0,1 credit,oui
9,credits deja rembourses jusqu'a maintenant,appareils menagers,2697.0,inferieur a 100,compris entre 1 et 4 ans,inferieur a 20%,celibataire,aucun,compris entre 1 et 4 ans,immobilier,32.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,2 personne,sans telephone,credit bien rembourse,pas de compte courant,1 credit,oui
18,compte critique /autres credits existants (pas dans cette banque),appareils menagers,2404.0,inferieur a 100,compris entre 1 et 4 ans,compris entre 20% et 25%,femme:divorcee/separee/mariee,aucun,compris entre 1 et 4 ans,voiture ou autre,26.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,pas de compte courant,2 credits,oui
12,credits deja rembourses jusqu'a maintenant,radio / television,1262.0,compte d'epargne inconnu / non,superieur a 7 ans,compris entre 20% et 25%,homme:divorce/separe,aucun,superieur a 7 ans,assurance-vie,49.0,aucun credit,proprietaire,non qualifie,1 personne,avec telephone,credit bien rembourse,inferieur a 0,1 credit,oui
6,credits deja rembourses jusqu'a maintenant,radio / television,4611.0,inferieur a 100,inferieur a 1 an,inferieur a 20%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,assurance-vie,32.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit avec impaye,pas de compte courant,1 credit,oui
24,credits deja rembourses jusqu'a maintenant,appareils menagers,1901.0,comprise entre 100 et 500,compris entre 1 et 4 ans,superieur a 35%,celibataire,aucun,superieur a 7 ans,voiture ou autre,29.0,aucun credit,locataire,cadres,1 personne,avec telephone,credit bien rembourse,pas de compte courant,1 credit,oui
15,compte critique /autres credits existants (pas dans cette banque),voiture (utilise),3368.0,superieur a 1000,superieur a 7 ans,compris entre 25% et 35%,celibataire,aucun,superieur a 7 ans,inconnu / pas de propriete,23.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,pas de compte courant,2 credits,oui
12,credits deja rembourses jusqu'a maintenant,radio / television,1574.0,inferieur a 100,compris entre 1 et 4 ans,superieur a 35%,celibataire,aucun,compris entre 1 et 4 ans,immobilier,50.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,pas de compte courant,1 credit,oui
18,tous les credits de cette banque ont ete rembourses,appareils menagers,1445.0,compte d'epargne inconnu / non,compris entre 4 et 7 ans,superieur a 35%,celibataire,aucun,superieur a 7 ans,voiture ou autre,49.0,banque,proprietaire,non qualifie,1 personne,sans telephone,credit bien rembourse,superieur ou egale a 200,1 credit,oui
15,compte critique /autres credits existants (pas dans cette banque),radio / television,1520.0,compte d'epargne inconnu / non,superieur a 7 ans,superieur a 35%,celibataire,aucun,superieur a 7 ans,assurance-vie,63.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,pas de compte courant,1 credit,oui
24,compte critique /autres credits existants (pas dans cette banque),voiture (nouveau),3878.0,comprise entre 100 et 500,inferieur a 1 an,superieur a 35%,homme:divorce/separe,aucun,compris entre 1 et 4 ans,voiture ou autre,37.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,compris entre 0 et 200,1 credit,oui
42,credits deja rembourses jusqu'a maintenant,voiture (nouveau),7870.5,inferieur a 100,inferieur a 1 an,inferieur a 20%,femme:divorcee/separee/mariee,aucun,inferieur a 1 an,immobilier,35.0,aucun credit,proprietaire,non qualifie,1 personne,avec telephone,credit bien rembourse,inferieur a 0,1 credit,oui
42,credits deja rembourses jusqu'a maintenant,voiture (utilise),4788.0,inferieur a 100,compris entre 4 et 7 ans,superieur a 35%,celibataire,aucun,compris entre 4 et 7 ans,assurance-vie,26.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,2 personne,sans telephone,credit bien rembourse,inferieur a 0,1 credit,oui
42,retard dans le paiement dans le passe,mobilier / equipement,7582.0,comprise entre 100 et 500,sans emploi,compris entre 20% et 25%,celibataire,aucun,superieur a 7 ans,inconnu / pas de propriete,31.0,aucun credit,logement gratuit,cadres,1 personne,avec telephone,credit bien rembourse,compris entre 0 et 200,1 credit,oui
12,credits deja rembourses jusqu'a maintenant,appareils menagers,1092.0,inferieur a 100,compris entre 1 et 4 ans,superieur a 35%,femme:divorcee/separee/mariee,garant,superieur a 7 ans,immobilier,49.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,compris entre 0 et 200,2 credits,oui
24,retard dans le paiement dans le passe,appareils menagers,1024.0,inferieur a 100,inferieur a 1 an,superieur a 35%,homme: marie/veuf,aucun,superieur a 7 ans,immobilier,48.0,etablissements de credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit avec impaye,inferieur a 0,1 credit,oui
12,credits deja rembourses jusqu'a maintenant,business,1076.0,inferieur a 100,compris entre 1 et 4 ans,compris entre 20% et 25%,homme: marie/veuf,aucun,compris entre 1 et 4 ans,immobilier,26.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,pas de compte courant,1 credit,non
36,credits deja rembourses jusqu'a maintenant,voiture (utilise),7870.5,inferieur a 100,inferieur a 1 an,inferieur a 20%,homme: marie/veuf,aucun,superieur a 7 ans,voiture ou autre,28.0,aucun credit,locataire,cadres,1 personne,avec telephone,credit avec impaye,compris entre 0 et 200,1 credit,oui
24,compte critique /autres credits existants (pas dans cette banque),voiture (utilise),6419.0,inferieur a 100,superieur a 7 ans,compris entre 20% et 25%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,inconnu / pas de propriete,44.0,aucun credit,logement gratuit,cadres,2 personne,avec telephone,credit bien rembourse,inferieur a 0,2 credits,oui
42,compte critique /autres credits existants (pas dans cette banque),voiture (utilise),4796.0,inferieur a 100,superieur a 7 ans,superieur a 35%,celibataire,aucun,superieur a 7 ans,inconnu / pas de propriete,56.0,aucun credit,logement gratuit,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,superieur ou egale a 200,1 credit,oui
42,compte critique /autres credits existants (pas dans cette banque),business,7629.0,compte d'epargne inconnu / non,superieur a 7 ans,superieur a 35%,homme:divorce/separe,aucun,compris entre 1 et 4 ans,voiture ou autre,46.0,banque,proprietaire,cadres,2 personne,sans telephone,credit bien rembourse,pas de compte courant,2 credits,oui
42,credits deja rembourses jusqu'a maintenant,radio / television,7870.5,inferieur a 100,inferieur a 1 an,inferieur a 20%,femme:divorcee/separee/mariee,aucun,compris entre 1 et 4 ans,voiture ou autre,26.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit avec impaye,compris entre 0 et 200,1 credit,oui
12,credits deja rembourses jusqu'a maintenant,voiture (utilise),4675.0,compte d'epargne inconnu / non,inferieur a 1 an,inferieur a 20%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,voiture ou autre,20.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,pas de compte courant,1 credit,oui
10,credits deja rembourses jusqu'a maintenant,voiture (nouveau),1287.0,compte d'epargne inconnu / non,superieur a 7 ans,superieur a 35%,celibataire,co-demandeur,compris entre 1 et 4 ans,assurance-vie,45.0,aucun credit,proprietaire,non qualifie,1 personne,sans telephone,credit bien rembourse,pas de compte courant,1 credit,non
18,credits deja rembourses jusqu'a maintenant,radio / television,2515.0,inferieur a 100,compris entre 1 et 4 ans,compris entre 25% et 35%,celibataire,aucun,superieur a 7 ans,immobilier,43.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,pas de compte courant,1 credit,oui
21,compte critique /autres credits existants (pas dans cette banque),radio / television,2745.0,superieur a 1000,compris entre 4 et 7 ans,compris entre 25% et 35%,celibataire,aucun,compris entre 1 et 4 ans,voiture ou autre,32.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,compris entre 0 et 200,2 credits,oui
6,credits deja rembourses jusqu'a maintenant,voiture (nouveau),672.0,inferieur a 100,sans emploi,inferieur a 20%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,immobilier,54.0,aucun credit,proprietaire,sans emploi,1 personne,avec telephone,credit bien rembourse,pas de compte courant,1 credit,oui
36,aucun credit pris /tous les credits ont ete rembourses,appareils menagers,3804.0,inferieur a 100,compris entre 1 et 4 ans,superieur a 35%,femme:divorcee/separee/mariee,aucun,inferieur a 1 an,voiture ou autre,42.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit avec impaye,compris entre 0 et 200,1 credit,oui
24,compte critique /autres credits existants (pas dans cette banque),voiture (nouveau),1344.0,compte d'epargne inconnu / non,compris entre 4 et 7 ans,superieur a 35%,celibataire,aucun,compris entre 1 et 4 ans,immobilier,37.0,banque,proprietaire,non qualifie,2 personne,sans telephone,credit avec impaye,superieur ou egale a 200,2 credits,oui
10,compte critique /autres credits existants (pas dans cette banque),voiture (nouveau),1038.0,inferieur a 100,compris entre 4 et 7 ans,superieur a 35%,celibataire,co-demandeur,compris entre 4 et 7 ans,assurance-vie,49.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,inferieur a 0,2 credits,oui
42,compte critique /autres credits existants (pas dans cette banque),voiture (nouveau),7870.5,comprise entre 500 et 1000,compris entre 1 et 4 ans,compris entre 20% et 25%,celibataire,aucun,compris entre 1 et 4 ans,inconnu / pas de propriete,44.0,banque,logement gratuit,employe qualifie / fonctionnaire,1 personne,sans telephone,credit avec impaye,pas de compte courant,1 credit,oui
6,credits deja rembourses jusqu'a maintenant,radio / television,1543.0,superieur a 1000,compris entre 1 et 4 ans,superieur a 35%,homme:divorce/separe,aucun,compris entre 1 et 4 ans,immobilier,33.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,pas de compte courant,1 credit,oui
30,credits deja rembourses jusqu'a maintenant,voiture (utilise),4811.0,compte d'epargne inconnu / non,compris entre 4 et 7 ans,compris entre 20% et 25%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,assurance-vie,24.0,etablissements de credit,locataire,non qualifie,1 personne,sans telephone,credit bien rembourse,pas de compte courant,1 credit,oui
12,credits deja rembourses jusqu'a maintenant,appareils menagers,727.0,comprise entre 100 et 500,inferieur a 1 an,superieur a 35%,homme: marie/veuf,aucun,compris entre 4 et 7 ans,inconnu / pas de propriete,33.0,aucun credit,proprietaire,non qualifie,1 personne,avec telephone,credit avec impaye,inferieur a 0,1 credit,oui
8,credits deja rembourses jusqu'a maintenant,radio / television,1237.0,inferieur a 100,compris entre 1 et 4 ans,compris entre 25% et 35%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,immobilier,24.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit avec impaye,compris entre 0 et 200,1 credit,oui
9,credits deja rembourses jusqu'a maintenant,voiture (nouveau),276.0,inferieur a 100,compris entre 1 et 4 ans,superieur a 35%,homme: marie/veuf,aucun,superieur a 7 ans,immobilier,22.0,aucun credit,locataire,non qualifie,1 personne,sans telephone,credit bien rembourse,compris entre 0 et 200,1 credit,oui
42,credits deja rembourses jusqu'a maintenant,mobilier / equipement,5381.0,compte d'epargne inconnu / non,sans emploi,compris entre 25% et 35%,celibataire,aucun,superieur a 7 ans,inconnu / pas de propriete,40.0,banque,logement gratuit,sans emploi,1 personne,avec telephone,credit bien rembourse,compris entre 0 et 200,1 credit,oui
24,credits deja rembourses jusqu'a maintenant,radio / television,5511.0,comprise entre 100 et 500,compris entre 1 et 4 ans,superieur a 35%,celibataire,aucun,inferieur a 1 an,voiture ou autre,25.0,etablissements de credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,pas de compte courant,1 credit,oui
24,credits deja rembourses jusqu'a maintenant,radio / television,3749.0,inferieur a 100,inferieur a 1 an,compris entre 20% et 25%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,voiture ou autre,26.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,superieur ou egale a 200,1 credit,oui
12,credits deja rembourses jusqu'a maintenant,voiture (nouveau),685.0,inferieur a 100,compris entre 4 et 7 ans,compris entre 20% et 25%,homme: marie/veuf,aucun,compris entre 4 et 7 ans,voiture ou autre,25.0,banque,proprietaire,non qualifie,1 personne,sans telephone,credit avec impaye,compris entre 0 et 200,1 credit,oui
4,credits deja rembourses jusqu'a maintenant,voiture (nouveau),1494.0,compte d'epargne inconnu / non,inferieur a 1 an,inferieur a 20%,celibataire,aucun,compris entre 1 et 4 ans,immobilier,29.0,aucun credit,proprietaire,non qualifie,2 personne,sans telephone,credit bien rembourse,superieur ou egale a 200,1 credit,non
36,tous les credits de cette banque ont ete rembourses,radio / television,2746.0,inferieur a 100,superieur a 7 ans,superieur a 35%,celibataire,aucun,superieur a 7 ans,voiture ou autre,31.0,banque,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit avec impaye,inferieur a 0,1 credit,oui
12,credits deja rembourses jusqu'a maintenant,radio / television,708.0,inferieur a 100,compris entre 1 et 4 ans,compris entre 20% et 25%,celibataire,garant,compris entre 4 et 7 ans,assurance-vie,38.0,aucun credit,proprietaire,non qualifie,2 personne,sans telephone,credit bien rembourse,inferieur a 0,1 credit,oui
24,credits deja rembourses jusqu'a maintenant,radio / television,4351.0,compte d'epargne inconnu / non,compris entre 1 et 4 ans,inferieur a 20%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,assurance-vie,48.0,aucun credit,proprietaire,non qualifie,1 personne,avec telephone,credit bien rembourse,compris entre 0 et 200,1 credit,oui
12,compte critique /autres credits existants (pas dans cette banque),vacances,701.0,inferieur a 100,compris entre 1 et 4 ans,superieur a 35%,celibataire,aucun,compris entre 1 et 4 ans,voiture ou autre,32.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,pas de compte courant,2 credits,oui
15,retard dans le paiement dans le passe,radio / television,3643.0,inferieur a 100,superieur a 7 ans,inferieur a 20%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,assurance-vie,27.0,aucun credit,proprietaire,non qualifie,1 personne,sans telephone,credit bien rembourse,inferieur a 0,2 credits,oui
30,compte critique /autres credits existants (pas dans cette banque),voiture (nouveau),4249.0,inferieur a 100,sans emploi,superieur a 35%,homme: marie/veuf,aucun,compris entre 1 et 4 ans,voiture ou autre,28.0,aucun credit,proprietaire,cadres,1 personne,sans telephone,credit avec impaye,compris entre 0 et 200,2 credits,oui
24,credits deja rembourses jusqu'a maintenant,appareils menagers,1938.0,inferieur a 100,inferieur a 1 an,superieur a 35%,homme:divorce/separe,aucun,compris entre 4 et 7 ans,assurance-vie,32.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit avec impaye,inferieur a 0,1 credit,oui
24,credits deja rembourses jusqu'a maintenant,voiture (utilise),2910.0,inferieur a 100,compris entre 4 et 7 ans,compris entre 20% et 25%,celibataire,aucun,inferieur a 1 an,inconnu / pas de propriete,34.0,aucun credit,logement gratuit,cadres,1 personne,avec telephone,credit bien rembourse,inferieur a 0,1 credit,oui
18,credits deja rembourses jusqu'a maintenant,radio / television,2659.0,superieur a 1000,compris entre 1 et 4 ans,superieur a 35%,celibataire,aucun,compris entre 1 et 4 ans,voiture ou autre,28.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,inferieur a 0,1 credit,oui
18,compte critique /autres credits existants (pas dans cette banque),voiture (nouveau),1028.0,inferieur a 100,compris entre 1 et 4 ans,superieur a 35%,femme:divorcee/separee/mariee,aucun,compris entre 4 et 7 ans,immobilier,36.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,pas de compte courant,2 credits,oui
8,compte critique /autres credits existants (pas dans cette banque),voiture (nouveau),3398.0,inferieur a 100,compris entre 4 et 7 ans,inferieur a 20%,celibataire,aucun,superieur a 7 ans,immobilier,39.0,aucun credit,proprietaire,non qualifie,1 personne,sans telephone,credit bien rembourse,inferieur a 0,2 credits,non
12,compte critique /autres credits existants (pas dans cette banque),radio / television,5801.0,compte d'epargne inconnu / non,superieur a 7 ans,compris entre 20% et 25%,celibataire,aucun,superieur a 7 ans,assurance-vie,49.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,pas de compte courant,1 credit,oui
24,credits deja rembourses jusqu'a maintenant,voiture (nouveau),1525.0,superieur a 1000,compris entre 4 et 7 ans,superieur a 35%,femme:divorcee/separee/mariee,aucun,compris entre 4 et 7 ans,voiture ou autre,34.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,2 personne,avec telephone,credit bien rembourse,pas de compte courant,1 credit,oui
36,credits deja rembourses jusqu'a maintenant,appareils menagers,4473.0,inferieur a 100,superieur a 7 ans,superieur a 35%,celibataire,aucun,compris entre 1 et 4 ans,voiture ou autre,31.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,superieur ou egale a 200,1 credit,oui
6,credits deja rembourses jusqu'a maintenant,appareils menagers,1068.0,inferieur a 100,superieur a 7 ans,superieur a 35%,celibataire,aucun,superieur a 7 ans,voiture ou autre,28.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,2 personne,sans telephone,credit bien rembourse,compris entre 0 et 200,1 credit,oui
24,compte critique /autres credits existants (pas dans cette banque),voiture (utilise),6615.0,inferieur a 100,sans emploi,compris entre 20% et 25%,celibataire,aucun,superieur a 7 ans,inconnu / pas de propriete,64.5,aucun credit,logement gratuit,cadres,1 personne,avec telephone,credit bien rembourse,inferieur a 0,2 credits,oui
18,compte critique /autres credits existants (pas dans cette banque),vacances,1864.0,comprise entre 100 et 500,compris entre 1 et 4 ans,superieur a 35%,femme:divorcee/separee/mariee,aucun,compris entre 1 et 4 ans,immobilier,30.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit avec impaye,pas de compte courant,2 credits,oui
42,credits deja rembourses jusqu'a maintenant,voiture (nouveau),7408.0,comprise entre 100 et 500,inferieur a 1 an,superieur a 35%,femme:divorcee/separee/mariee,aucun,compris entre 1 et 4 ans,assurance-vie,24.0,aucun credit,proprietaire,cadres,1 personne,sans telephone,credit avec impaye,compris entre 0 et 200,1 credit,oui
42,compte critique /autres credits existants (pas dans cette banque),voiture (utilise),7870.5,comprise entre 100 et 500,compris entre 1 et 4 ans,compris entre 20% et 25%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,voiture ou autre,24.0,banque,locataire,non qualifie,1 personne,sans telephone,credit avec impaye,pas de compte courant,2 credits,oui
24,aucun credit pris /tous les credits ont ete rembourses,radio / television,4110.0,inferieur a 100,superieur a 7 ans,compris entre 25% et 35%,celibataire,aucun,superieur a 7 ans,inconnu / pas de propriete,23.0,banque,locataire,employe qualifie / fonctionnaire,2 personne,sans telephone,credit avec impaye,inferieur a 0,2 credits,oui
6,compte critique /autres credits existants (pas dans cette banque),radio / television,3384.0,inferieur a 100,compris entre 1 et 4 ans,inferieur a 20%,homme:divorce/separe,aucun,superieur a 7 ans,immobilier,44.0,aucun credit,locataire,cadres,1 personne,avec telephone,credit avec impaye,inferieur a 0,1 credit,oui
13,credits deja rembourses jusqu'a maintenant,appareils menagers,2101.0,inferieur a 100,inferieur a 1 an,compris entre 20% et 25%,femme:divorcee/separee/mariee,garant,superieur a 7 ans,assurance-vie,23.0,aucun credit,proprietaire,non qualifie,1 personne,sans telephone,credit bien rembourse,compris entre 0 et 200,1 credit,oui
15,credits deja rembourses jusqu'a maintenant,reparations,1275.0,compte d'epargne inconnu / non,compris entre 1 et 4 ans,superieur a 35%,femme:divorcee/separee/mariee,aucun,compris entre 1 et 4 ans,voiture ou autre,24.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit avec impaye,inferieur a 0,1 credit,oui
24,credits deja rembourses jusqu'a maintenant,radio / television,4169.0,inferieur a 100,compris entre 1 et 4 ans,superieur a 35%,celibataire,aucun,superieur a 7 ans,assurance-vie,28.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,inferieur a 0,1 credit,oui
10,credits deja rembourses jusqu'a maintenant,radio / television,1521.0,inferieur a 100,compris entre 1 et 4 ans,superieur a 35%,homme:divorce/separe,aucun,compris entre 1 et 4 ans,voiture ou autre,31.0,aucun credit,proprietaire,non qualifie,1 personne,sans telephone,credit bien rembourse,compris entre 0 et 200,1 credit,oui
24,compte critique /autres credits existants (pas dans cette banque),vacances,5743.0,inferieur a 100,inferieur a 1 an,compris entre 20% et 25%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,inconnu / pas de propriete,24.0,aucun credit,logement gratuit,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,compris entre 0 et 200,2 credits,oui
21,credits deja rembourses jusqu'a maintenant,radio / television,3599.0,inferieur a 100,compris entre 4 et 7 ans,inferieur a 20%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,voiture ou autre,26.0,aucun credit,locataire,non qualifie,1 personne,sans telephone,credit bien rembourse,inferieur a 0,1 credit,oui
18,credits deja rembourses jusqu'a maintenant,appareils menagers,3213.0,comprise entre 500 et 1000,inferieur a 1 an,inferieur a 20%,homme: marie/veuf,aucun,compris entre 4 et 7 ans,immobilier,25.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,compris entre 0 et 200,1 credit,oui
18,credits deja rembourses jusqu'a maintenant,business,4439.0,inferieur a 100,superieur a 7 ans,inferieur a 20%,celibataire,co-demandeur,inferieur a 1 an,immobilier,33.0,banque,proprietaire,cadres,1 personne,avec telephone,credit bien rembourse,compris entre 0 et 200,1 credit,oui
10,credits deja rembourses jusqu'a maintenant,voiture (nouveau),3949.0,inferieur a 100,inferieur a 1 an,inferieur a 20%,celibataire,garant,inferieur a 1 an,assurance-vie,37.0,aucun credit,proprietaire,non qualifie,2 personne,sans telephone,credit bien rembourse,superieur ou egale a 200,1 credit,oui
15,compte critique /autres credits existants (pas dans cette banque),appareils menagers,1459.0,inferieur a 100,compris entre 1 et 4 ans,superieur a 35%,femme:divorcee/separee/mariee,aucun,compris entre 1 et 4 ans,voiture ou autre,43.0,aucun credit,proprietaire,non qualifie,1 personne,sans telephone,credit bien rembourse,pas de compte courant,1 credit,oui
13,compte critique /autres credits existants (pas dans cette banque),appareils menagers,882.0,inferieur a 100,inferieur a 1 an,superieur a 35%,celibataire,garant,superieur a 7 ans,immobilier,23.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,compris entre 0 et 200,2 credits,oui
24,credits deja rembourses jusqu'a maintenant,appareils menagers,3758.0,comprise entre 500 et 1000,sans emploi,inferieur a 20%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,inconnu / pas de propriete,23.0,aucun credit,locataire,sans emploi,1 personne,sans telephone,credit bien rembourse,compris entre 0 et 200,1 credit,oui
6,retard dans le paiement dans le passe,business,1743.0,comprise entre 100 et 500,compris entre 1 et 4 ans,inferieur a 20%,celibataire,aucun,compris entre 1 et 4 ans,immobilier,34.0,aucun credit,proprietaire,non qualifie,1 personne,sans telephone,credit bien rembourse,pas de compte courant,2 credits,oui
9,compte critique /autres credits existants (pas dans cette banque),vacances,1136.0,superieur a 1000,superieur a 7 ans,superieur a 35%,celibataire,aucun,compris entre 4 et 7 ans,inconnu / pas de propriete,32.0,aucun credit,logement gratuit,employe qualifie / fonctionnaire,2 personne,sans telephone,credit avec impaye,compris entre 0 et 200,2 credits,oui
9,credits deja rembourses jusqu'a maintenant,reparations,1236.0,inferieur a 100,inferieur a 1 an,inferieur a 20%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,immobilier,23.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,pas de compte courant,1 credit,oui
9,credits deja rembourses jusqu'a maintenant,radio / television,959.0,inferieur a 100,compris entre 1 et 4 ans,inferieur a 20%,femme:divorcee/separee/mariee,aucun,compris entre 1 et 4 ans,voiture ou autre,29.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit avec impaye,compris entre 0 et 200,1 credit,non
18,compte critique /autres credits existants (pas dans cette banque),voiture (utilise),3229.0,compte d'epargne inconnu / non,sans emploi,compris entre 20% et 25%,celibataire,aucun,superieur a 7 ans,inconnu / pas de propriete,38.0,aucun credit,proprietaire,cadres,1 personne,avec telephone,credit bien rembourse,pas de compte courant,1 credit,oui
12,aucun credit pris /tous les credits ont ete rembourses,appareils menagers,6199.0,inferieur a 100,compris entre 1 et 4 ans,superieur a 35%,celibataire,aucun,compris entre 1 et 4 ans,assurance-vie,28.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit avec impaye,inferieur a 0,2 credits,oui
10,credits deja rembourses jusqu'a maintenant,vacances,727.0,comprise entre 500 et 1000,superieur a 7 ans,superieur a 35%,celibataire,aucun,superieur a 7 ans,inconnu / pas de propriete,46.0,aucun credit,logement gratuit,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,pas de compte courant,1 credit,oui
24,credits deja rembourses jusqu'a maintenant,voiture (nouveau),1246.0,inferieur a 100,inferieur a 1 an,superieur a 35%,celibataire,aucun,compris entre 1 et 4 ans,immobilier,23.0,etablissements de credit,proprietaire,non qualifie,1 personne,sans telephone,credit avec impaye,compris entre 0 et 200,1 credit,oui
12,compte critique /autres credits existants (pas dans cette banque),appareils menagers,2331.0,compte d'epargne inconnu / non,superieur a 7 ans,inferieur a 20%,celibataire,co-demandeur,superieur a 7 ans,immobilier,49.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,pas de compte courant,1 credit,oui
